,Place,lat,long
493,"Seshadripuram, Bangalore",12.9931876,77.5753419
494,"Vijaynagar, Delhi",12.9915385,80.2194351
495,"Bowenpally, Hyderabad",17.4755371,78.4792282
496,"Ondipudur, Coimbatore",11.0053032,77.0627627
497,"Triplicane, Chennai",13.0604285,80.2750704
498,"Richmond Town, Bangalore",12.9626925,77.6041603
499,"New Rajendra Nagar, Delhi",28.63575565,77.181023911561
500,"Jahangirpuri, Delhi",28.7259874,77.1626826
501,"Vivek Vihar, Delhi",28.6691641,77.312266954216
502,"Malleshpalya, Bangalore",12.9744129,77.6743533
503,"Pezhakkappilly, Ernakulam",0.0,0.0
504,"Lingampally, Hyderabad",17.3923945,78.4916581
505,"Jamia Nagar, Delhi",0.0,0.0
506,"Begum Bazar, Hyderabad",17.3735321,78.4763226
507,"Lower Parel, Mumbai",19.0029881,72.8303219
508,"ECR Road, Chennai",12.9578036,80.2554237
509,"Nangloi, Delhi",28.6787059,77.0671807
510,"Chintalmet, Hyderabad",0.0,0.0
511,"West Of Chord Road, Bangalore",0.0,0.0
512,"SV Road, Mumbai",19.0785633,72.8335936
513,"JP Nagar 5 Phase, Bangalore",12.9072515,77.5782713
514,"Sanjay Nagar, Bangalore",13.0364992,77.577971
515,"Panampilly Nagar, Ernakulam",9.9659432,76.2952287
516,"Dharavi, Mumbai",19.044463,72.8586177
517,"Abbigere, Bangalore",13.0724288,77.5236466
518,"Manacaud, Thiruvananthapuram",8.4748465,76.9468953
519,"Poonamalle, Chennai",13.0202336,80.2023478
520,"Najafgarh, Delhi",28.612304,76.9823908
521,"Uttarahalli, Bangalore",12.9055682,77.5455438
522,"Sembakkam, Chennai",12.7023624,80.1298612
523,"Tarnaka, Hyderabad",17.4285479,78.5379433
524,"Nandanam, Chennai",13.0286286,80.240256
525,"Saidapet, Chennai",13.020817,80.2239536
526,"Choolaimedu, Chennai",13.0623344,80.2254012
527,"Perungalathur, Chennai",12.9145454,80.0879549
528,"Gulabi Bagh, Delhi",0.0,0.0
529,"Jasola, Delhi",28.5422327,77.2943855997645
530,"JP Nagar 3 Phase, Bangalore",12.9072515,77.5782713
531,"Uppilipalayam, Coimbatore",11.011709,77.0213881
532,"Sadashivanagar, Bangalore",13.0077079,77.5795893
533,"Rohini Sector 24, Delhi",28.7162092,77.1170743
534,"Muvattupuzha, Ernakulam",9.983069,76.5810995
535,"Khan Market, Delhi",28.6001354,77.2264906408736
536,"Abids, Hyderabad",17.3894783,78.477182
537,"Geeta Colony, Delhi",28.65010115,77.2759222638712
538,"Madandapuram, Chennai",0.0,0.0
539,"Dwarka Sector 22, Delhi",28.602684,77.0432335
540,"Grant Road, Mumbai",18.9644472,72.8135727
541,"Jeedimetla, Hyderabad",17.5096516,78.4786567
542,"Tambaram East, Chennai",12.9299028,80.1118231
543,"Kothaguda, Hyderabad",17.0709386,78.4650421
544,"Hauz Khas, Delhi",28.544258,77.2067402
545,"Habsiguda, Hyderabad",17.4154761,78.5426918
546,"Breach Candy, Mumbai",18.9718962,72.8040315551972
547,"Vidyanagar, Bangalore",13.1590291,77.6243347
548,"Begur, Bangalore",12.8633887,77.613011205039
549,"Dahisar, Mumbai",19.2571784,72.8575361
550,"Pachalam, Ernakulam",10.0012576,76.2790758
551,"Perumbavoor, Ernakulam",10.1150733,76.4776093
552,"Avadi, Chennai",13.1182744,80.1015427
553,"Coimbatore Central, Coimbatore",11.0018115,76.9628425
554,"Lokhandwala, Mumbai",19.1431889,72.824081
555,"Tiruvottiyur, Chennai",13.1563873,80.3005279
556,"Ullal Upanagara, Bangalore",0.0,0.0
557,"Perurkada, Thiruvananthapuram",0.0,0.0
558,"Ashok Vihar Phase 3, Delhi",0.0,0.0
559,"Walkeshwar, Mumbai",18.9551434,72.8077962
560,"Saidabad, Hyderabad",17.359533,78.5147979
561,"Koramangala 6 Block, Bangalore",13.2923988,77.7519261
562,"New Ashok Nagar, Delhi",28.5928727,77.3077654461206
563,"Peddar Road, Mumbai",18.9775228,72.8097522
564,"Aya Nagar, Delhi",28.47649105,77.1329131592514
565,"JP Nagar, Bangalore",12.9072515,77.5782713
566,"Sasthamangalam, Thiruvananthapuram",8.512783,76.9719016
567,"Yakutpura, Hyderabad",17.3586277,78.4858046
568,"Sampangiramnagar, Bangalore",0.0,0.0
569,"Kasturi nagar, Bangalore",13.0044979,77.6603231
570,"Pallavaram, Chennai",12.9654669,80.1451178
571,"Moti Bagh, Delhi",28.66783725,77.1818098848802
572,"Mukherjee Nagar, Delhi",28.7125567,77.2144044393311
573,"Byculla, Mumbai",18.9766219,72.8327936
574,"Peeragarhi, Delhi",28.67731415,77.0931024359704
575,"Amberpet, Hyderabad",17.7776835,78.5705066
576,"JP Nagar 6 Phase, Bangalore",12.9072515,77.5782713
577,"Sholinganallur, Chennai",12.8935356,80.2320634
578,"Langford Road, Bangalore",12.9591327,77.6039942
579,"Cumballa Hill, Mumbai",18.969424,72.8068513
580,"Colaba, Mumbai",18.915091,72.8259691
581,"Qutab Institutional Area, Delhi",28.5398146,77.1840572
582,"Dommasandra, Bangalore",12.8777098,77.7534769
583,"Malabar Hill, Mumbai",18.9581616,72.8033665
584,"Koramangala 8 Block, Bangalore",12.94147935,77.6180910859059
585,"Rohini Sector 22, Delhi",28.7162092,77.1170743
586,"Lothkunta, Hyderabad",0.0,0.0
587,"HAL 2nd Stage, Bangalore",12.9686377,77.6382282
588,"Jayanagar 7 Block, Bangalore",12.92956485,77.5801425
589,"Vadasserikonam, Thiruvananthapuram",8.729266,76.7557028
590,"East Marredpally, Hyderabad",17.4469418,78.5107535
591,"Kelambakkam, Chennai",12.7871437,80.219987
592,"Chinchpokli, Mumbai",18.9871984,72.8326716
593,"Delhi Cantt, Delhi",28.5888565,77.132399
594,"Padmanabhanagar, Bangalore",12.9181602,77.5576735553506
595,"Sheikh Sarai, Delhi",28.5368964,77.2222387113991
596,"Washermenpet, Chennai",0.0,0.0
597,"Konanakunte, Bangalore",12.88601785,77.5791413972707
598,"Ashok Vihar Phase 1, Delhi",0.0,0.0
599,"Thirumala, Thiruvananthapuram",8.5019663,76.9918456
600,"Sarjapura, Bangalore",12.8600866,77.7861352
601,"JP Nagar 1 Phase, Bangalore",12.9072515,77.5782713
602,"JB Nagar, Mumbai",18.9557926,72.8360485
603,"Paruthippara, Thiruvananthapuram",0.0,0.0
604,"Vikhroli, Mumbai",19.1114795,72.928021
605,"JP Nagar 8 Phase, Bangalore",12.9072515,77.5782713
606,"GTB Nagar, Delhi",28.6981558,77.2064225
607,"Vidyanagar, Hyderabad",17.4019354,78.5095814
608,"Masab Tank, Hyderabad",17.4029622,78.450754
609,"Hafeezpet, Hyderabad",17.4834027,78.3613099
610,"Jeevan Park, Delhi",28.6195633,77.0735919
611,"Dwarka Sector 5, Delhi",28.59122805,77.0570299680579
612,"Civil Lines, Delhi",28.6768572,77.2250565
613,"Anand Niketan, Delhi",28.5785457,77.1638649
614,"Pappanaickenpalayam, Coimbatore",0.0,0.0
615,"Koovappady, Ernakulam",10.1628794,76.4872377
616,"Dwarka, Sector 5, Delhi",28.59122805,77.0570299680579
617,"Srirampuram, Bangalore",0.0,0.0
618,"Korattur, Chennai",13.1115392,80.1842767
619,"Pappanaickenpudur, Coimbatore",0.0,0.0
620,"Gandhi Nagar, Delhi",28.65572225,77.268813153414
621,"Vignan Nagar, Bangalore",0.0,0.0
622,"Ganganagar, Bangalore",0.0,0.0
623,"Elamakkara, Ernakulam",10.0170684,76.2920857
624,"Boduppal, Hyderabad",0.0,0.0
625,"Tilak Nagar, Mumbai",19.0692377,72.8978464
626,"Khetwadi, Mumbai",18.9606077,72.8219451
627,"Kengeri, Bangalore",12.9199402,77.4833485
628,"Sion East, Mumbai",19.0428153,72.8653563
629,"Rohini Sector 6, Delhi",28.7162092,77.1170743
630,"Kazhakuttam, Thiruvananthapuram",8.5660255,76.8737867
631,"Goregaon, Mumbai",19.1647526,72.8500176
632,"Peroor, Thiruvananthapuram",0.0,0.0
633,"New Thippasandra, Bangalore",12.9736956,77.6536931
634,"Jalahalli, Bangalore",13.0464531,77.5483803
635,"King Koti, Hyderabad",17.3936821,78.4823947
636,"Kallambalam, Thiruvananthapuram",8.7647112,76.7921602
637,"Dwarka Sector 13, Delhi",28.597025,77.0335556
638,"Residency Road, Bangalore",13.0530002,77.6204833
639,"Radhakrishnan Salai, Chennai",13.0454901,80.2637183
640,"Hulimavu, Bangalore",12.8773486,77.6028031
641,"Dasarahalli, Bangalore",13.0994854,77.8361008
642,"Vileparle, Mumbai",0.0,0.0
643,"Delhi, Delhi",28.6517178,77.2219388
644,"Kachiguda, Hyderabad",17.39004015,78.4946205078499
645,"Venkitapuram, Coimbatore",11.0254007,76.9353552
646,"Kuniamuthur, Coimbatore",10.9664454,76.9565931
647,"TV Chalai, Thiruvananthapuram",0.0,0.0
648,"Serilingampally, Hyderabad",17.46565735,78.3406723956511
649,"RMV 2nd Stage, Bangalore",13.0299868,77.574051
650,"Champapet, Hyderabad",17.3445706,78.5169717
651,"Surya Niketan, Delhi",28.65534345,77.3092464593876
652,"Kovilpalayam, Coimbatore",11.1376235,77.0363987
653,"Nampally, Hyderabad",17.3918524,78.4660052
654,"Siddapura, Bangalore",12.9542596,77.7309743
655,"Neredmet, Hyderabad",17.470446,78.5360054
656,"Vellakinar, Coimbatore",11.0797839,76.9474805
657,"Egmore, Chennai",13.0728321,80.2576906
658,"Katwaria Sarai, Delhi",28.5418938,77.1862772
659,"Navalur, Chennai",12.8446181,80.2265664
660,"Mehrauli, Delhi",28.5218262,77.1783232
661,"HBR Layout, Bangalore",13.0358698,77.6323597
662,"Subhash Nagar, Delhi",28.6404628,77.1052347
663,"Mallepally, Hyderabad",17.3920728,78.4546129
664,"Eroor South, Ernakulam",10.0029392,76.3000229
665,"Lajpat Nagar III, Delhi",28.5678755,77.2404914
666,"Kodungaiyur, Chennai",13.1327533,80.2444773
667,"Kuppakonanpudur, Coimbatore",0.0,0.0
668,"Paradise, Hyderabad",17.41221795,78.4655128738196
669,"Rohini Sector 4, Delhi",28.7162092,77.1170743
670,"Koramangala 4 Block, Bangalore",13.2923988,77.7519261
671,"Dwarka Sector 3, Delhi",28.602684,77.0432335
672,"Durga Puri, Delhi",0.0,0.0
673,"Kalamassery, Ernakulam",10.0600025,76.3213096
674,"Gulmohar Park, Delhi",28.5571011,77.2130055
675,"Adugodi, Bangalore",12.9428472,77.6104155
676,"Moti Nagar, Hyderabad",17.4508069,78.422242
677,"Nallagandla, Hyderabad",17.4774828,78.3060359
678,"Gowrivakkam, Chennai",0.0,0.0
679,"Periyar Nagar, Chennai",13.1151671,80.223666
680,"Austin Town, Bangalore",12.9612736,77.6152935
681,"Afzalgunj, Hyderabad",17.3734999,78.4763376
682,"Cotton Hill, Thiruvananthapuram",8.501973,76.9615826
683,"Goldwins, Coimbatore",11.045077,77.0473344
684,"Kuravankonam, Thiruvananthapuram",8.523543,76.95307
685,"Rohini Sector 3, Delhi",28.7162092,77.1170743
686,"Lado Sarai, Delhi",28.5254347,77.1920657
687,"Koramangala 2 Block, Bangalore",13.2923988,77.7519261
688,"Madangir, Delhi",28.52482345,77.2322777368074
689,"Marine Drive, Mumbai",18.9448523,72.8225462
690,"Marine Drive, Ernakulam",9.9760741,76.2776451
691,"Angamaly, Ernakulam",10.1910284,76.3874109
692,"Neelankarai, Chennai",12.9454955,80.2574692
693,"Churchgate, Mumbai",18.9339273,72.8273494
694,"Kalapatti, Coimbatore",11.07856235,77.0354504266076
695,"Nand Nagri, Delhi",28.6944581,77.3161438158589
696,"Kandivali, Mumbai",19.2043739,72.851978
697,"Madanpura, Mumbai",0.0,0.0
698,"Hegde Nagar, Bangalore",12.97695915,77.5123160731423
699,"Domalguda, Hyderabad",17.4078455,78.4850003
700,"Mumbai Central, Mumbai",18.970174,72.8192133
701,"Vasanthnagar, Bangalore",12.992444,77.5964945
702,"Kapashera, Delhi",28.527295,77.0823049
703,"August Kranti Marg, Delhi",28.467868,77.0729926
704,"Krishna Nagar, Hyderabad",17.3331199,78.6059714
705,"Lal baug, Mumbai",18.9935288,72.8424069
706,"Perumathura, Thiruvananthapuram",8.6360796,76.7857894423931
707,"Molarband, Delhi",0.0,0.0
708,"Piravom, Ernakulam",9.86685,76.50657
709,"Neeti Bagh, Delhi",28.5592511,77.2161665
710,"Kishanbagh, Hyderabad",17.36083265,78.4427483144663
711,"Shantinagar, Bangalore",12.9564731,77.6004516432132
712,"Poojapura, Thiruvananthapuram",8.49171095,76.972893570049
713,"Rathinapuri, Coimbatore",11.0262931,76.9622382
714,"Model Town 1, Delhi",28.7027391,77.1940059
715,"Koothattukulam, Ernakulam",9.8621862,76.5980931
716,"Anand Lok, Delhi",28.5572924,77.2191223
717,"Pappanaickenpalayam West, Coimbatore",0.0,0.0
718,"Subzi Mandi, Delhi",28.63551235,77.3214822317024
719,"Sion, Mumbai",19.0465213,72.8632834
720,"Nagole, Hyderabad",17.3775306,78.5601231
721,"TVM Pettah, Thiruvananthapuram",0.0,0.0
722,"Changampuzha Nagar, Ernakulam",10.01643855,76.3020112702002
723,"Puzhal, Chennai",13.1636492,80.2038067
724,"Vanchiyur, Thiruvananthapuram",0.0,0.0
725,"Sukh Vihar, Delhi",28.6739246,77.0851622
726,"Kovalam, Thiruvananthapuram",8.4004698,76.9788156
727,"Swasthya Vihar, Delhi",28.64033065,77.2889050157135
728,"Tardeo, Mumbai",18.9672753,72.8221514
729,"Vishnu Garden, Delhi",28.6524333,77.1000592
730,"Jayanagar 1 Block, Bangalore",12.92956485,77.5801425
731,"Sion Koliwada, Mumbai",19.0407302,72.8642303
732,"Marol, Mumbai",19.1172198,72.882342
733,"Kalkere, Bangalore",12.8328089,77.5906929
734,"Sindhi Colony, Hyderabad",17.4412194,78.481048
735,"Silampur, Delhi",0.0,0.0
736,"Varthur, Bangalore",12.9406152,77.7469937
737,"Model Town 2, Delhi",28.7027391,77.1940059
738,"Surajmal Vihar, Delhi",28.66080705,77.3075440443935
739,"Chandni Chowk, Delhi",28.6562654,77.2299093
740,"Veerakeralam, Coimbatore",0.0,0.0
741,"T Dasarahalli, Bangalore",13.04514135,77.514789427294
742,"Kaggalipura, Bangalore",12.8016986,77.5082445
743,"Thonnakkal, Thiruvananthapuram",0.0,0.0
744,"Manjapra, Ernakulam",10.2081277,76.452688
745,"Yellareddyguda, Hyderabad",17.4333135,78.4415476
746,"Kovilambakkam, Chennai",0.0,0.0
747,"Broadway, Chennai",13.0962367,80.2864133
748,"Podanur, Coimbatore",10.9585609,76.988307
749,"Kompally, Hyderabad",17.5447029,78.491842
750,"Kottivakkam, Chennai",12.9705053,80.2615033
751,"Mansarover Garden, Delhi",0.0,0.0
752,"Mandapeshwar, Mumbai",19.2509732,72.8525201
753,"Rohini Sector 15, Delhi",28.7162092,77.1170743
754,"Vaduthala, Ernakulam",10.0123934,76.2761283
755,"Hebbal Kempapura, Bangalore",0.0,0.0
756,"Sithalapakkam, Chennai",12.8917047,80.1851133
757,"MKB Nagar, Chennai",13.1225331,80.2631374
758,"MG Road, Hyderabad",17.4419007,78.4876142
759,"Darya Ganj, Delhi",0.0,0.0
760,"Venjaramoodu, Thiruvananthapuram",8.6780627,76.9096639
761,"Kotturpuram, Chennai",13.0193703,80.2435512
762,"Ramapuram, Chennai",13.5172936,80.0864542
763,"Karmanghat, Hyderabad",17.3410061,78.5329747
764,"Moula Ali, Hyderabad",17.4668161,78.5592161
765,"Netaji Nagar, Delhi",28.5735343,77.1863593
766,"Chandra Layout, Bangalore",12.965293,77.5181551
767,"Akshaya nagar, Bangalore",13.0195427,77.6831272
768,"Nirman Vihar, Delhi",28.6364928,77.2867943
769,"Vasant Enclave, Delhi",28.57310005,77.1600166297156
770,"St Thomas Mount, Chennai",12.9953587,80.1997148
771,"Royapuram, Chennai",13.1146195,80.2940279
772,"Abhiramapuram, Chennai",13.0310236,80.2582995
773,"Inder Puri, Delhi",0.0,0.0
774,"Edayarpalayam, Coimbatore",11.0347994,76.9145503
775,"Deoli, Delhi",0.0,0.0
776,"Mulanthuruthy, Ernakulam",9.9008567,76.3888568
777,"Sukhdev Vihar, Delhi",28.5564038,77.274954863092
778,e,31.0,112.0
779,"Kothamangalam, Ernakulam",10.0640341,76.6218187
780,"Harlur, Bangalore",12.8920326,77.6550376733177
781,"Bolarum, Hyderabad",17.529823,78.5155062
782,"Richards Town, Bangalore",13.004216,77.6158048
783,"Narela, Delhi",28.8426096,77.0918354
784,"Nehru Place, Delhi",28.54925735,77.2529519950882
785,"Ramanthapur, Hyderabad",17.3968585,78.5367026
786,"Bali Nagar, Delhi",28.6541384,77.128178
787,"Palavakkam, Chennai",12.95999,80.2560268
788,"Balanagar, Hyderabad",17.4688324,78.4480584
789,"Hyderguda, Hyderabad",17.4012791,78.4804894
790,"Cherannagar, Coimbatore",0.0,0.0
791,"Rohini Sector 11, Delhi",28.7162092,77.1170743
792,"Dwarka Sector 4, Delhi",28.59122805,77.0570299680579
793,"Palluruthy, Ernakulam",0.0,0.0
794,"Vizhinjam, Thiruvananthapuram",8.3804417,76.9888163
795,"Santacruz, Mumbai",19.0815223,72.8417565
796,"Ganesh Nagar, Delhi",28.63476925,77.0877028347645
797,"Vengal Rao Nagar, Hyderabad",17.442681,78.4354451
798,"Deonar, Mumbai",19.0475502,72.9051895
799,"Edapally North, Ernakulam",10.0250304,76.3073744
800,"Red Hills, Hyderabad",17.3982921,78.4642498
801,"IDA Jeedimetla, Hyderabad",0.0,0.0
802,"Mettupalayam, Coimbatore",11.3059363,76.9356545
803,"Hayathnagar, Hyderabad",17.3281147,78.6045399
804,"Kakkanad West, Ernakulam",10.01657,76.34275
805,"Khajaguda, Hyderabad",17.4172202,78.3656108
806,"Rohini Sector 5, Delhi",28.7162092,77.1170743
807,"Saraswati Vihar, Delhi",28.4772236,77.0832762
808,"Kingsway Camp, Delhi",28.6958299,77.2041732
809,"Ramamangalam, Ernakulam",9.93336,76.50003
810,"Indirapuram, Delhi",0.0,0.0
811,"Parassala, Thiruvananthapuram",8.3428993,77.1547766
812,"Connaught Place, Delhi",28.6313827,77.2197924
813,"Gottigerre, Bangalore",0.0,0.0
814,"Shivrampally, Hyderabad",17.3272046,78.4278431
815,"Vyasarpadi, Chennai",13.1169726,80.2571242
816,"Kovaipudur, Coimbatore",10.9464687,76.9314548
817,"Vallakkadavoo, Thiruvananthapuram",0.0,0.0
818,"Kattupakkam, Chennai",13.0410957,80.127076
819,"Nellimoodu, Thiruvananthapuram",0.0,0.0
820,"Pondy Bazaar, Chennai",0.0,0.0
821,"Prashant Vihar, Delhi",28.7144481,77.1389988
822,"Chullickal, Ernakulam",0.0,0.0
823,"Murugeshpalya, Bangalore",12.9589475,77.65559301498
824,"Khanpur, Delhi",28.5127982,77.2323949
825,"Madiwala, Bangalore",12.9212269,77.6179508
826,"Dwarka Sector 23, Delhi",28.602684,77.0432335
827,"Badarpur, Delhi",28.5036378,77.3019758191726
828,"Peyad, Thiruvananthapuram",8.5139688,77.0195232
829,"Gandhi Nagar, Chennai",13.0582742,80.2078872
830,"Uday Park, Delhi",28.5603016,77.219519
831,"Bandlaguda, Hyderabad",17.3714879,78.5727265
832,"Karukappilli, Ernakulam",0.0,0.0
833,"Rana Pratap Bagh, Delhi",28.6867059,77.1907813
834,"Kochi M.G.Road, Ernakulam",9.964145,76.2874158
835,"Gopalapuram, Chennai",13.0497324,80.2582028
836,"Puthenvelikkara, Ernakulam",10.1877655,76.2457603
837,"Sowcarpet, Chennai",13.0884967,80.2783092
838,"Chitlapakkam, Chennai",12.9330984,80.1413832
839,"Malumichampatti, Coimbatore",10.9043819,76.9988314
840,"Rohini Sector 8, Delhi",28.7162092,77.1170743
841,"Rohini Sector 2, Delhi",28.7162092,77.1170743
842,"Ram Nagar, Hyderabad",17.4114232,78.5076081
843,"Dwarka Sector 10, Delhi",28.5810731,77.0575146
844,"Agaram, Chennai",13.1158603,80.2300407
845,"Poovachal, Thiruvananthapuram",0.0,0.0
846,"Shanti Niketan, Delhi",28.57315085,77.1644656414649
847,"Pothencode, Thiruvananthapuram",8.6184233,76.8976931
848,"Dickenson Road, Bangalore",12.9754283,77.6143254
849,"RTC X Road, Hyderabad",17.4069869,78.4965166
850,"Film Nagar, Hyderabad",17.4140574,78.4105031
851,"Lodhi Colony, Delhi",28.58455445,77.2236987562227
852,"SG Palya (Kormangla), Bangalore",0.0,0.0
853,"Palkulangara, Thiruvananthapuram",8.4870836,76.9336558
854,"Mahalingapuram, Chennai",13.0567826,80.2364037
855,"Matunga West, Mumbai",19.0317259,72.8433917
856,"Nettoor, Ernakulam",9.9186756,76.3139991
857,"Rani Khera, Delhi",28.7061763,77.0234192
858,"Beeramguda, Hyderabad",17.5091218,78.3004614
859,"Ramachandrapuram, Hyderabad",17.5086345,78.301868507913
860,"Neyyattinkara Town, Thiruvananthapuram",0.0,0.0
861,"Gorai, Mumbai",19.241013,72.7821985
862,"Jayanagar 3 Block, Bangalore",12.92956485,77.5801425
863,"Shakti Nagar, Delhi",28.67979,77.1949142
864,"Sangam Vihar, Delhi",28.49770245,77.2391741045083
865,"Shakurpur, Delhi",28.6857417,77.1496333
866,"Chaitanyapuri, Hyderabad",17.373017,78.5362644
867,"TVM Fort, Thiruvananthapuram",8.4861742,76.9505045
868,"JP Nagar 4 Phase, Bangalore",12.9072515,77.5782713
869,"Nayandahalli, Bangalore",12.943655,77.5268791
870,"Valiathura, Thiruvananthapuram",0.0,0.0
871,"Kowdiar, Thiruvananthapuram",8.5224406,76.9602939
872,"Cunningham Road, Bangalore",12.9868908,77.59503
873,"Hennur, Bangalore",13.0258087,77.6305067
874,"Peenya, Bangalore",13.0329419,77.5273253
875,"Pattimattam, Ernakulam",0.0,0.0
876,"HAL, Bangalore",12.9875687,77.6603883201641
877,"Madhavaram, Chennai",13.1429313,80.2325166
878,"Ramakrishna Puram, Hyderabad",17.368634,78.5491178
879,"Vikas Nagar, Delhi",28.6440092,77.0544704285337
880,"Chandrayangutta, Hyderabad",17.323217,78.4787596983045
881,"Ernakulam, Ernakulam",9.9711228,76.2589744
882,"Aroor, Ernakulam",0.0,0.0
883,"Rohini West, Delhi",28.7149359,77.115361
884,"Warasiguda, Hyderabad",17.4182415,78.5113365
885,"Vishwas Nagar, Delhi",28.66447005,77.2917413918215
886,"Bhandup, Mumbai",19.1438684,72.9384327
887,"Chickpet, Bangalore",12.9680027,77.578642
888,"Madambakkam, Chennai",12.9057186,80.1543859
889,"Kaudiar, Thiruvananthapuram",0.0,0.0
890,"Khar East, Mumbai",19.0724575,72.8337068
891,"Tavarekere, Bangalore",13.1334356,77.9290602
892,"Kurla, Mumbai",19.0629954,72.8847136
893,"Mahavir Enclave, Delhi",28.5981655,77.0776818997674
894,"Jayanagar 2 Block, Bangalore",12.92956485,77.5801425
895,"Nacharam, Hyderabad",17.4284936,78.5528098
896,"Cheranalloor, Ernakulam",10.0563528,76.2911199
897,"Ayanambakkam, Chennai",13.0748878,80.1549921
898,"Dindarpur, Delhi",28.5943551,76.9923747
899,"Iyyappanthangal, Chennai",0.0,0.0
900,"Sarvapriya Vihar, Delhi",28.5422362,77.2073492
901,"Pattabiram, Chennai",13.1228939,80.0611379234221
902,"Kudlu, Bangalore",12.8889126,77.6555716
903,"Kadubeesanahalli, Bangalore",12.9394504,77.695305
904,"Nemom, Thiruvananthapuram",0.0,0.0
905,"Alipur, Delhi",28.7959955,77.1360706
906,"Kanjoor, Ernakulam",10.1453759,76.4255869
907,"Nedumbassery, Ernakulam",10.1609942,76.3899193
908,"Safilguda, Hyderabad",17.4665153,78.5398739
909,"Hastsal, Delhi",28.6295127,77.0590986
910,"Tv Thampanoor, Thiruvananthapuram",8.50452965,76.9478327988757
911,"Mahipalpur, Delhi",28.5444849,77.1256912
912,"Outer Ring Road, Bangalore",12.9263692,77.5483569
913,"Bhogal, Delhi",28.5825888,77.2489241565988
914,"Nedumangad, Thiruvananthapuram",8.6053371,77.0028331
915,"Lingarajapuram, Bangalore",13.0117678,77.6278288
916,"Burari, Delhi",28.7538314,77.2015670053432
917,"Seeranaickenpalayam, Coimbatore",0.0,0.0
918,"JP Nagar 9 Phase, Bangalore",12.9072515,77.5782713
919,"Bachupally, Hyderabad",0.0,0.0
920,"Jafferkhanpet, Chennai",13.0299401,80.2056195
921,"Nandambakkam, Chennai",13.0166484,80.1911885
922,"Rohini Sector 20, Delhi",28.7162092,77.1170743
923,"Sriniwaspuri, Delhi",28.5652204,77.2547041
924,"Palghar, Mumbai",0.0,0.0
925,"Kapra, Hyderabad",17.4846356,78.5610095
926,"Sagar Road, Hyderabad",17.3404985,78.522085
927,"Gamdevi, Mumbai",18.9584855,72.8122522
928,"Poothotta, Ernakulam",9.8448325,76.3869351
929,"Koramangala 7 Block, Bangalore",12.9364846,77.6134783
930,"KH Road, Bangalore",12.9538503,77.5914331
931,"Delhi Cantonment, Delhi",28.5888565,77.132399
932,"Hasthinapuram, Chennai",12.9372824,80.1519854
933,"Periyanaickenpalayam, Coimbatore",11.1524702,76.9444695
934,"Manchavilakom, Thiruvananthapuram",0.0,0.0
935,"Yemalur, Bangalore",12.9463287,77.6815209
936,"Meerpet, Hyderabad",17.45407295,78.5715073708675
937,"Sewri, Mumbai",18.9987796,72.8544218
938,"Padi, Chennai",13.1035851,80.1920425
939,"Ayyappankavu, Ernakulam",9.9959574,76.2805364
940,"Kalu Sarai, Delhi",28.5415421,77.2037409
941,"Pratap Nagar, Delhi",28.6666872,77.1988866
942,"Shadipur, Delhi",28.6526021,77.1536389
943,"Hongasandra, Bangalore",12.8975365,77.628075265942
944,"Dwarka Sector 12, Delhi",28.5922515,77.0407464
945,"BHEL, Hyderabad",17.5051308,78.4895401
946,"Hosur Road, Bangalore",12.9026427,77.6315171
947,"Choolai, Chennai",13.0906283,80.2621417
